Date,Open,High,Low,Close,Volume,Weekday,Month,Year,day_sin,day_cos
2017-01-03,-1.0,-1.0,-1.0,-0.999686697469662,-0.5702708970239332,-0.5,-1.0,-1.0,0.051619667223253764,0.998666816288476
2017-01-04,-0.9998795465147776,-0.9995681530155425,-0.99759428975257,-1.0,-0.7149078408470841,0.0,-1.0,-1.0,0.06880242680231986,0.9976303053065857
2017-01-05,-0.9997108969303257,-0.9987284556302163,-0.9974484947495583,-0.9985781323604089,-0.6946102035024511,0.5,-1.0,-1.0,0.08596479873744647,0.9962981749346078
2017-01-06,-0.9976389058176717,-0.9956095587086852,-0.99584467555824,-0.9954452173748207,-0.5142188441056995,1.0,-1.0,-1.0,0.10310169744743485,0.9946708199115211
2017-01-09,-0.994820040599791,-0.9925626515379221,-0.992272549668074,-0.9928425080856738,-0.48005917549223054,-1.0,-1.0,-1.0,0.15430882066428117,0.9880226656636976
2017-01-10,-0.9928444233041704,-0.9926826161518387,-0.991397742570909,-0.9925533099929691,-0.651797381265073,-0.5,-1.0,-1.0,0.1712931441814776,0.9852201067560606
2017-01-11,-0.992916699071589,-0.9913630786148763,-0.9906687490163032,-0.9910109569378083,-0.5927917437402053,0.0,-1.0,-1.0,0.1882267098432442,0.9821256058680006
2017-01-12,-0.9925312038034553,-0.9928745339084631,-0.9916164536149741,-0.9922159214112963,-0.6022734108735792,0.5,-1.0,-1.0,0.2051044998686192,0.9787400799669153
2017-01-13,-0.9920252550500992,-0.992106807969875,-0.9901584479662149,-0.9927220042838054,-0.6206611264150724,1.0,-1.0,-1.0,0.2219215130041655,0.9750645322571948
2017-01-17,-0.9938804188604975,-0.9906193492598776,-0.9915921482679563,-0.9904084747010644,-0.46349079257744363,-0.5,-1.0,-1.0,0.288482432880609,0.9574851883550393
2017-01-18,-0.9898809881700266,-0.9899955662147653,-0.9879714302233022,-0.9904325791386978,-0.6659349546122275,0.0,-1.0,-1.0,0.30492122465628907,0.9523775757303974
2017-01-19,-0.9913265586626763,-0.9909792247975973,-0.9887976266264318,-0.9909386620112068,-0.6303730410385482,0.5,-1.0,-1.0,0.3212696616923644,0.9469877530760753
2017-01-20,-0.9887968148958959,-0.990115530828682,-0.9879228195292666,-0.9904084747010644,-0.4982525017592936,1.0,-1.0,-1.0,0.3375228995941133,0.9413173175128471
2017-01-23,-0.9898809881700266,-0.9892518368597665,-0.9878256352202908,-0.9902156759725946,-0.6973165551484022,-1.0,-1.0,-1.0,0.38566340624360707,0.9226395488404876
2017-01-24,-0.9909651614441572,-0.9909552282140079,-0.9884817312733907,-0.9904807696276658,-0.6754090726475653,-0.5,-1.0,-1.0,0.401487989205973,0.9158642882672872
2017-01-25,-0.9888690906633144,-0.9861569365218247,-0.9865863220760489,-0.9858778148998171,-0.5024101675026899,0.0,-1.0,-1.0,0.4171936026123168,0.9088176373395029
2017-01-26,-0.9858574778113669,-0.9853412174160578,-0.9833787022329596,-0.9857332066603155,-0.6164015478481886,0.5,-1.0,-1.0,0.4327755925504312,0.901501684131884
2017-01-27,-0.9847251084380064,-0.9855571500603018,-0.9833787022329596,-0.9857091206089807,-0.7253859889212267,1.0,-1.0,-1.0,0.4482293417404106,0.893918596519257
2017-01-30,-0.9876403474729205,-0.9872845379981326,-0.9856629042848483,-0.9864802971365612,-0.5401575449578275,-1.0,-1.0,-1.0,0.49377555015997715,0.869589389346611
2017-01-31,-0.9871103006699496,-0.9878603278760661,-0.9857601071333719,-0.9871550742999065,-0.18490642775029553,-0.5,-1.0,-1.0,0.5086709438521044,0.8609610158889943
2017-02-01,-0.9729436804317018,-0.9660280860334083,-0.970232308968014,-0.9693215964150248,1.0,0.0,-0.8181818181818182,-1.0,0.5234156073655503,0.8520775211013093
2017-02-02,-0.9706548436353659,-0.9686671611073332,-0.9683612051176902,-0.9698517837251673,-0.47725657284631895,0.5,-0.8181818181818182,-1.0,0.5380051715382996,0.8429415373547828
2017-02-03,-0.9698597918123355,-0.9691469829549394,-0.9674377873264894,-0.968526315449811,-0.6509443331869909,1.0,-0.8181818181818182,-1.0,0.5524353131676196,0.8335557718385699
2017-02-06,-0.9678841561352889,-0.966004107753849,-0.9656395995172191,-0.9656103220166248,-0.6068085315187817,-1.0,-0.8181818181818182,-1.0,0.5947266869607634,0.8039279618328213
2017-02-07,-0.9644870847780598,-0.9621894746444979,-0.9618730679300058,-0.9626219968842396,-0.3928312349593067,-0.5,-0.8181818181818182,-1.0,0.6084768701151261,0.7935716089521474
2017-02-08,-0.9625355287692019,-0.9618775739699266,-0.9600019455401343,-0.9613929463594169,-0.6793138436067514,0.0,-0.8181818181818182,-1.0,0.6220467484408675,0.7829801036770629
2017-02-09,-0.9618127710950162,-0.9613257806755824,-0.9602449619312172,-0.9604771615923348,-0.578423922902949,0.5,-0.8181818181818182,-1.0,0.6354323008901774,0.7721565844991642
2017-02-10,-0.9598612150861584,-0.9601501860320958,-0.9579850281472512,-0.9612001476309471,-0.734773292329149,1.0,-0.8181818181818182,-1.0,0.6486295610349814,0.7611042586607747
2017-02-13,-0.9583674668757051,-0.9580389259729558,-0.9562840246469568,-0.9583805351756969,-0.6787231266854246,-1.0,-0.8181818181818182,-1.0,0.6870527672236669,0.7266075247685656
2017-02-14,-0.9574278451364115,-0.954992037106223,-0.9550690168497329,-0.9542113316211583,-0.48639475601904913,-0.5,-0.8181818181818182,-1.0,0.699458327051647,0.7146733860429609
2017-02-15,-0.9524887927066471,-0.9521610259716435,-0.9517399073506498,-0.9530304899716024,-0.4411586733120747,0.0,-0.8181818181818182,-1.0,0.7116566222817746,0.7025274741691571
2017-02-16,-0.9521274138695544,-0.9530487348281784,-0.9512053009535437,-0.9534160506559446,-0.6872309601721382,0.5,-0.8181818181818182,-1.0,0.7236440382959124,0.6901733882429719
2017-02-17,-0.9535006902133591,-0.9532166560012134,-0.9505734731683662,-0.9525243887127947,-0.6945233888750357,1.0,-0.8181818181818182,-1.0,0.7354170229639855,0.6776147890466889
2017-02-21,-0.9507782171939381,-0.9510094462157763,-0.948435084659037,-0.9501626686410856,-0.6509462204614999,-0.5,-0.8181818181818182,-1.0,0.7802958510707755,0.6254105729852463
2017-02-22,-0.9502963664901969,-0.9501217739673018,-0.9481191707664482,-0.949174588947402,-0.7202148567664806,0.0,-0.8181818181818182,-1.0,0.7909456567567772,0.6118864012687243
2017-02-23,-0.9480075113124351,-0.9492580799983864,-0.9476574618708479,-0.9505723521493598,-0.7211339594523789,0.5,-0.8181818181818182,-1.0,0.8013610881746766,0.5981809144059165
2017-02-24,-0.9515491709673536,-0.9512253605559902,-0.9501360881593314,-0.9502590496190217,-0.7024801382051122,1.0,-0.8181818181818182,-1.0,0.8115390590073611,0.5842981736283684
2017-02-27,-0.9485857542146358,-0.9493540297246835,-0.9477060725648836,-0.9496083952796084,-0.7311516125463178,-1.0,-0.8181818181818182,-1.0,0.8406184056344782,0.5416278206559814
2017-02-28,-0.9487303057494729,-0.9493540297246835,-0.946685470464707,-0.9494637686538079,-0.6702775732575088,-0.5,-0.8181818181818182,-1.0,0.8498170915275278,0.5270777086423722
2017-03-01,-0.9467787865034673,-0.9428523649822891,-0.9444984341822467,-0.9427159970203532,-0.42622089557309084,0.0,-0.6363636363636365,-1.0,0.8587639582758029,0.5123714121284237
2017-03-02,-0.9416951825388657,-0.9425404643077178,-0.9416796442727996,-0.9447162056864575,-0.6187908373766222,0.5,-0.6363636363636365,-1.0,0.8674563547295969,0.49751328890718066
2017-03-03,-0.9446345196233947,-0.9436200726168469,-0.9420927424743644,-0.9427400830716879,-0.7150965682979873,1.0,-0.6363636363636365,-1.0,0.8758917051442429,0.48250774176121847
2017-03-06,-0.9432130471803599,-0.9437640155103229,-0.9420684185877988,-0.943800457691973,-0.7029821532245146,-1.0,-0.6363636363636365,-1.0,0.8996308696522433,0.43665123195606403
2017-03-07,-0.9439599212855866,-0.9432602153831573,-0.9416067467712939,-0.9433666513597666,-0.7842047862697004,-0.5,-0.6363636363636365,-1.0,0.9070138128026359,0.4211008707960896
2017-03-08,-0.9442249446870721,-0.9436920440635849,-0.9415338121906927,-0.9446198247085213,-0.760408141985323,0.0,-0.6363636363636365,-1.0,0.9141279881853337,0.40542572835999735
2017-03-09,-0.944730875059002,-0.946115204797296,-0.9458349501750121,-0.9453910196224005,-0.695321705992356,0.5,-0.6363636363636365,-1.0,0.9209712877166346,0.38963044953078796
2017-03-10,-0.9435021502500343,-0.9447476740931549,-0.9419712342788229,-0.9442824361268487,-0.7433169840315343,1.0,-0.6363636363636365,-1.0,0.9275416835791966,0.37371971479046906
2017-03-13,-0.9444658516575166,-0.9445797529201199,-0.9415338121906927,-0.9441378462736456,-0.7846690557989222,-1.0,-0.6363636363636365,-1.0,0.9455963874271426,0.3253420847119801
2017-03-14,-0.9433816783833859,-0.9440519379053348,-0.9414852385757524,-0.9446439107598561,-0.8245396170767203,-0.5,-0.6363636363636365,-1.0,0.9510565162951535,0.30901699437494745
2017-03-15,-0.9431166549819003,-0.9414128628314099,-0.9410235296801519,-0.9411013122659936,-0.6285895666275134,0.0,-0.6363636363636365,-1.0,0.9562348265919056,0.29260033563334836
2017-03-16,-0.9399604905951158,-0.9407650832027082,-0.9380346208811279,-0.9405470389045164,-0.7505037253619261,0.5,-0.6363636363636365,-1.0,0.9611297838723007,0.27609697309746883
2017-03-17,-0.9392858922573076,-0.940813076369887,-0.938933714785763,-0.9422339818128801,-0.28523394065040664,1.0,-0.6363636363636365,-1.0,0.9657399376548549,0.2595117970697999
2017-03-20,-0.9407314811313834,-0.9396135034468411,-0.9381075183826337,-0.9386913833190176,-0.7069076842033,-1.0,-0.6363636363636365,-1.0,0.9778483415056568,0.20931464596304847
2017-03-21,-0.9366115785742641,-0.9364946065253099,-0.9393225261798576,-0.942595493218485,-0.3674266327932346,-0.5,-0.6363636363636365,-1.0,0.9813064702716093,0.19245158197082998
2017-03-22,-0.9420565613759585,-0.9393735742190079,-0.9392496286783518,-0.9387878010695513,-0.6254113963543045,0.0,-0.6363636363636365,-1.0,0.9844738167520922,0.1755314904214282
2017-03-23,-0.9386594900187293,-0.9394215673861865,-0.937184100591433,-0.9399927655430392,-0.7294738255077888,0.5,-0.6363636363636365,-1.0,0.9873494423939864,0.15855938510313475
2017-03-24,-0.9380812471165286,-0.9390376952648775,-0.9378158912975151,-0.9406675427063846,-0.6907979089942076,1.0,-0.6363636363636365,-1.0,0.989932495087353,0.141540295217043
2017-03-27,-0.9431648510811301,-0.940285261355102,-0.9420198449728585,-0.9400891465209754,-0.6685375061601819,-1.0,-0.6363636363636365,-1.0,0.995918996147179,0.09025161003104117
2017-03-28,-0.9395027195595633,-0.933519689105315,-0.9371598137839627,-0.9330521584085174,-0.48359026609862843,-0.5,-0.6363636363636365,-1.0,0.9973249731081555,0.07309512989807777
2017-03-29,-0.9328290119489011,-0.9324400441881255,-0.9309146559082662,-0.9322810002672357,-0.5625689297525759,0.0,-0.6363636363636365,-1.0,0.9984354211555643,0.055916990100603484
2017-03-30,-0.931600250377081,-0.9324160659085663,-0.9301613570066425,-0.9327388926507767,-0.7132243919850282,0.5,-0.6363636363636365,-1.0,0.9992500112396835,0.03872228089217446
