Date,Open,High,Low,Close,Volume,Weekday,Month,Year,day_sin,day_cos
2017-03-31,-0.9327326197504415,-0.9329678592029105,-0.9313520779963963,-0.93338954699019,-0.742394106796618,1.0,-0.6363636363636365,-1.0,0.9997685019798909,0.021516097436222254
2017-04-03,-0.9327566994186304,-0.9333277530446604,-0.931254856608325,-0.9332931660122539,-0.7362793373873562,-1.0,-0.4545454545454546,-1.0,0.9995462806873573,-0.030120304846908114
2017-04-04,-0.933864989123802,-0.9314804004929129,-0.9309632666023018,-0.9307145243881428,-0.7380590372493728,-0.5,-0.4545454545454546,-1.0,0.9988797155850336,-0.04732138832243185
2017-04-05,-0.9315279746096625,-0.9301128697887717,-0.9294080581050189,-0.9325219710983748,-0.5903514978000276,0.0,-0.4545454545454546,-1.0,0.9979171608653922,-0.06450844944931623
2017-04-06,-0.9313593434066366,-0.9323680727413876,-0.930282865202184,-0.93338954699019,-0.7143246730237935,0.5,-0.4545454545454546,-1.0,0.9966589017541702,-0.08167639533042241
2017-04-07,-0.9327085400822528,-0.9331838101511847,-0.9307202502112188,-0.9341607419040692,-0.7988141782441127,1.0,-0.4545454545454546,-1.0,0.9951053111006976,-0.09882013873287143
2017-04-10,-0.9330217228201159,-0.9339035246185639,-0.9316193811949494,-0.9345704254123434,-0.7561391270458939,-1.0,-0.4545454545454546,-1.0,0.9886775902323405,-0.1500553983446526
2017-04-11,-0.9346118632290287,-0.9351750689883476,-0.9385206165841984,-0.9382816998107435,-0.540121686742156,-0.5,-0.4545454545454546,-1.0,0.9859481499638304,-0.16705162550211924
2017-04-12,-0.9378403033832319,-0.9380540732901057,-0.936212109185292,-0.9378720163024692,-0.7294039963509547,0.0,-0.4545454545454546,-1.0,0.9829265519799822,-0.18399835165768005
2017-04-13,-0.9370934292780053,-0.9375022433877012,-0.9361148877972206,-0.9396794630127012,-0.777097310468688,0.5,-0.4545454545454546,-1.0,0.9796136916454901,-0.20089055513063506
2017-04-17,-0.9381294432157583,-0.938701816310747,-0.9365523098853509,-0.9377997213758678,-0.80051461257675,-1.0,-0.4545454545454546,-1.0,0.9634705485641488,-0.2678143051621742
2017-04-18,-0.9382980744187843,-0.9383179807974983,-0.935969092794209,-0.9393179883796938,-0.8360821879739565,-0.5,-0.4545454545454546,-1.0,0.9587178169872964,-0.2843591872810034
2017-04-19,-0.9371657050454238,-0.9384139305237953,-0.9375729119855275,-0.9405711617284486,-0.7864298829158485,0.0,-0.4545454545454546,-1.0,0.9536809966304457,-0.30081980763566735
2017-04-20,-0.9387558454543367,-0.9362067207383583,-0.9358475845986676,-0.9363296632473086,-0.6733594925307571,0.5,-0.4545454545454546,-1.0,0.9483615800121715,-0.3171912885891061
2017-04-21,-0.9358165083698077,-0.936782528920322,-0.9341708679058434,-0.9367393467555827,-0.7865714285040258,1.0,-0.4545454545454546,-1.0,0.9427611433904207,-0.3334687789181868
2017-04-24,-0.9332626665534125,-0.9337356034455288,-0.9309389797948315,-0.9334377558654569,-0.7900930827378785,-1.0,-0.4545454545454546,-1.0,0.9242907221930933,-0.3816892202666588
2017-04-25,-0.9322748487148892,-0.9314564222133539,-0.9292622631020073,-0.9312929205735522,-0.7573073499669845,-0.5,-0.4545454545454546,-1.0,0.9175836260593937,-0.39754281428255595
2017-04-26,-0.930925652039273,-0.932176136680733,-0.9304529470126657,-0.9333413748875208,-0.7352319000348437,0.0,-0.4545454545454546,-1.0,0.9106046300942162,-0.4132786077829042
2017-04-27,-0.9322507690467003,-0.933231766710303,-0.9306230659022429,-0.9330762812324495,-0.8445975705587063,0.5,-0.4545454545454546,-1.0,0.9033558023246845,-0.4288919379124835
2017-04-28,-0.9318411941103778,-0.9328958877561726,-0.9307202502112188,-0.9334136698141222,-0.7197713472568582,1.0,-0.4545454545454546,-1.0,0.895839290734909,-0.4443781781046132
2017-05-01,-0.9294077873977787,-0.925938379445731,-0.9266135179239468,-0.9263525588777319,-0.4792853929435277,-1.0,-0.2727272727272727,-1.0,0.8717063187093218,-0.4900286664290592
2017-05-02,-0.923529149991573,-0.9238031411070319,-0.9220451138201696,-0.9241113426078913,-0.2575438490538974,-0.5,-0.2727272727272727,-1.0,0.8631421280499114,-0.5049610547215204
2017-05-03,-0.9282272586880407,-0.9252426066498506,-0.928290234616771,-0.9251958032795109,-0.251036526546757,0.0,-0.2727272727272727,-1.0,0.854322169749827,-0.5197438121555155
2017-05-04,-0.9259865996095086,-0.9260823223392068,-0.9245480269161233,-0.9264730626796003,-0.6723724479625337,0.5,-0.2727272727272727,-1.0,0.8452490573530633,-0.5343725582809786
2017-05-05,-0.9254083934701601,-0.9216679027683328,-0.9222395195172169,-0.9206169162166981,-0.5977156429342683,1.0,-0.2727272727272727,-1.0,0.8359254794186372,-0.548842958284719
2017-05-08,-0.9199392942374247,-0.9103439314461355,-0.9167233737356736,-0.9108567333995234,-0.19337274119781056,-1.0,-0.2727272727272727,-1.0,0.8064799463209448,-0.5912614448635781
2017-05-09,-0.9082783380977681,-0.907512920311556,-0.9059827092577055,-0.9084949765552168,-0.3749662944568152,-0.5,-0.2727272727272727,-1.0,0.7961828637826158,-0.6050560696488488
2017-05-10,-0.9088565442371168,-0.9097681232641717,-0.9092389212552827,-0.9102542511627796,-0.6264399609617267,0.0,-0.2727272727272727,-1.0,0.7856498550787147,-0.6186714032625031
2017-05-11,-0.9116995258860384,-0.9094562225896005,-0.9087529255522123,-0.9085913943057504,-0.5990858042278251,0.5,-0.2727272727272727,-1.0,0.7748840413670407,-0.6321034111873487
2017-05-12,-0.9062786227525328,-0.9038182518161214,-0.9030180872661515,-0.9034100250061937,-0.4995905793861969,1.0,-0.2727272727272727,-1.0,0.7638886127905428,-0.6453481132295501
2017-05-15,-0.9031224583657482,-0.9032664585217773,-0.9020946694749509,-0.9043740186485425,-0.6225899209633026,-1.0,-0.2727272727272727,-1.0,0.7295575540864875,-0.6839194216246106
2017-05-16,-0.903291089568774,-0.9046819457850368,-0.90289657907061,-0.9049282920100197,-0.7350941289956845,-0.5,-0.2727272727272727,-1.0,0.717676913675962,-0.6963762255968722
2017-05-17,-0.9089288200045353,-0.9082566496665547,-0.9150709438503195,-0.917508124055042,-0.15533849801730004,0.0,-0.2727272727272727,-1.0,0.705583610107178,-0.7086266782644596
2017-05-18,-0.9145424707721079,-0.9112076254150508,-0.911620326155695,-0.91198940294641,-0.47994027719816157,0.5,-0.2727272727272727,-1.0,0.6932812268869777,-0.7206671495538609
2017-05-19,-0.9094588668075063,-0.9096721735378746,-0.9079753027640232,-0.9107362295976551,-0.6046400531079046,1.0,-0.2727272727272727,-1.0,0.6807734094770161,-0.7324940716135789
2017-05-22,-0.907965118597053,-0.9082326713869955,-0.9072949013639054,-0.9084949765552168,-0.6800253460966562,-1.0,-0.2727272727272727,-1.0,0.6420547132365637,-0.766658819300159
2017-05-23,-0.9057967720487917,-0.9074649637524377,-0.9063229099577645,-0.9089528689387578,-0.7375400367593892,-0.5,-0.2727272727272727,-1.0,0.6287628145958344,-0.7775971469736269
2017-05-24,-0.9083506138651869,-0.9092163299698275,-0.9078781184550473,-0.9100614524343097,-0.751522853596803,0.0,-0.2727272727272727,-1.0,0.6152845999633276,-0.7883050558305255
2017-05-25,-0.9086156372666723,-0.9087844646813397,-0.9070033113578823,-0.9087841930342202,-0.7504357834796009,0.5,-0.2727272727272727,-1.0,0.6016240632249226,-0.7987793728863649
2017-05-26,-0.907965118597053,-0.9090483721887321,-0.9063229099577645,-0.9094107613222988,-0.6996303536964747,1.0,-0.2727272727272727,-1.0,0.5877852522924732,-0.8090169943749473
2017-05-30,-0.9093625113718989,-0.9085925652287454,-0.9062742992637288,-0.9092661714690959,-0.7336145057806038,-0.5,-0.2727272727272727,-1.0,0.5307300481619334,-0.8475409228928311
2017-05-31,-0.9080373943644716,-0.9092163299698275,-0.9085828066626351,-0.9114592156362675,-0.6520030941865576,0.0,-0.2727272727272727,-1.0,0.5160623910158528,-0.8565509959010036
2017-06-01,-0.9099648339422886,-0.91123160369461,-0.9089716180567298,-0.9104470498912492,-0.8038739612028261,0.5,-0.09090909090909105,-1.0,0.5012418134457758,-0.865307254363206
2017-06-02,-0.9089770161037651,-0.9061454262154751,-0.9073435120579412,-0.9049765008852866,-0.5893550168592591,1.0,-0.09090909090909105,-1.0,0.48627270710868997,-0.8738071036110808
2017-06-05,-0.9071459687244079,-0.9085445720615668,-0.90595838537114,-0.9086396031810173,-0.6353856421345356,-1.0,-0.09090909090909105,-1.0,0.440518784350495,-0.8977433935342337
2017-06-06,-0.9082060623303498,-0.9052817322465597,-0.9051807996620463,-0.9073864298322625,-0.6109794081837412,-0.5,-0.09090909090909105,-1.0,0.42500033996955416,-0.9051931898913974
2017-06-07,-0.9055076322162652,-0.9048738818456914,-0.903479796161752,-0.9051692996137563,-0.7158231689839645,0.0,-0.09090909090909105,-1.0,0.4093559588156213,-0.9123747579707273
2017-06-08,-0.9049535057451055,-0.9059295118752613,-0.9036742018587993,-0.9060850476082409,-0.7124034275735995,0.5,-0.09090909090909105,-1.0,0.39359027665646673,-0.9192859697186104
2017-06-09,-0.9050980572799425,-0.9067691909565572,-0.9240377073264873,-0.9205687441140287,0.11105029893248686,1.0,-0.09090909090909105,-1.0,0.3777079652039649,-0.9259247771938498
2017-06-12,-0.9278658430880957,-0.9286014327992151,-0.9325670857936201,-0.9291480852816475,0.25117288213003475,-1.0,-0.09090909090909105,-1.0,0.3294084822245304,-0.9441875088341993
2017-06-13,-0.9244446552998256,-0.9253385929842082,-0.9261518461074418,-0.9263284728263973,-0.46866947383022584,-0.5,-0.09090909090909105,-1.0,0.3131070409358269,-0.9497178427914316
2017-06-14,-0.9236255054271802,-0.9252186283702915,-0.9293351606035132,-0.9297746535697262,-0.5183840589471319,0.0,-0.09090909090909105,-1.0,0.29671281927349075,-0.9549667548552551
2017-06-15,-0.9336963211579239,-0.932464059075745,-0.9332960608086782,-0.9318713167589615,-0.5064149640108546,0.5,-0.09090909090909105,-1.0,0.28023067519921585,-0.9599326896597447
2017-06-16,-0.9325880682156045,-0.9324160659085663,-0.9333203846952438,-0.9367393467555827,-0.16301215617102183,1.0,-0.09090909090909105,-1.0,0.26366549272800704,-0.9646141756912435
2017-06-19,-0.9328771712852787,-0.9270419660344194,-0.929772545612548,-0.9269309550631413,-0.4993188118568964,-1.0,-0.09090909090909105,-1.0,0.21352091543979612,-0.9769384927771817
2017-06-20,-0.9251433700686745,-0.9267301019679084,-0.9266621286179824,-0.930136164975331,-0.6435311189155153,-0.5,-0.09090909090909105,-1.0,0.19667288979357647,-0.980469160361632
2017-06-21,-0.9283958898910667,-0.9286493893583334,-0.9274640382136417,-0.9280636246100278,-0.7121203363972448,0.0,-0.09090909090909105,-1.0,0.1797665857255624,-0.9837092937736097
2017-06-22,-0.9277935673206772,-0.9271379523687768,-0.9262247436089475,-0.9286419840228397,-0.7528760294197786,0.5,-0.09090909090909105,-1.0,0.16280701293851715,-0.986657932891657
2017-06-23,-0.9293355116303602,-0.9260343291720281,-0.9262490304164177,-0.9270755449163443,-0.44462559658516543,1.0,-0.09090909090909105,-1.0,0.1457991969198751,-0.9893142039703663
2017-06-26,-0.9244205756316368,-0.9233472975389848,-0.9255929158237701,-0.9281840916392986,-0.6285782429804594,-1.0,-0.09090909090909105,-1.0,0.09453674981719912,-0.9955213724144752
2017-06-27,-0.9296246514628868,-0.9284334750181198,-0.9298697670006193,-0.9332208710856524,-0.6461393322869968,-0.5,-0.09090909090909105,-1.0,0.07738647923346301,-0.9970011699250151
2017-06-28,-0.9308774559400432,-0.9285534396320363,-0.9309875534097719,-0.928160005587964,-0.6967088527564941,0.0,-0.09090909090909105,-1.0,0.06021327736579302,-0.9981855344718586
2017-06-29,-0.9303474091370723,-0.9309045923109492,-0.9331259789981965,-0.9333413748875208,-0.5189842122410039,0.5,-0.09090909090909105,-1.0,0.04302223300453059,-0.99907411510223
2017-06-30,-0.9309738481385028,-0.9313124427118176,-0.9294809556065248,-0.9325219710983748,-0.6789363887049451,1.0,-0.09090909090909105,-1.0,0.02581844022713308,-0.9996666485105112
2017-07-03,-0.9299378342007497,-0.9304967419100809,-0.9311333484127835,-0.9337751444471296,-0.8440030790883615,-1.0,0.09090909090909083,-1.0,-0.02581844022713239,-0.9996666485105112
2017-07-05,-0.93280489551786,-0.9317203297207464,-0.9320567662039843,-0.9323532951938371,-0.7063867964388073,0.0,0.09090909090909083,-1.0,-0.060213277365792774,-0.9981855344718586
2017-07-06,-0.9344191155949617,-0.934815211754658,-0.9328100651056077,-0.9356308000326283,-0.6580876672036748,0.5,0.09090909090909083,-1.0,-0.07738647923346322,-0.9970011699250151
2017-07-07,-0.9347082554274881,-0.9318162794470434,-0.9316193811949494,-0.9321364104140327,-0.7510755695381626,1.0,0.09090909090909083,-1.0,-0.09453674981719933,-0.9955213724144752
2017-07-10,-0.931792998011148,-0.9289373117533455,-0.9304772708992313,-0.9300156611734627,-0.7154268413370679,-1.0,0.09090909090909083,-1.0,-0.14579919691987442,-0.9893142039703664
2017-07-11,-0.9302992498006948,-0.9291772043731185,-0.9280229314182179,-0.9288829916265762,-0.7401274901112713,-0.5,0.09090909090909083,-1.0,-0.16280701293851646,-0.9866579328916572
2017-07-12,-0.9275526603502326,-0.9283855184590013,-0.9269537186240056,-0.9283768903677684,-0.6438255337389243,0.0,0.09090909090909083,-1.0,-0.17976658572556214,-0.9837092937736098
2017-07-13,-0.9284440859902965,-0.922843460803759,-0.9254471208207584,-0.923484737547215,-0.6378825063099842,0.5,0.09090909090909083,-1.0,-0.19667288979357622,-0.9804691603616321
2017-07-14,-0.9224931360538199,-0.9208281870789765,-0.9208543928304158,-0.9204241542608258,-0.7335163675061341,1.0,0.09090909090909083,-1.0,-0.2135209154397959,-0.9769384927771817
2017-07-17,-0.9204452246093546,-0.9170615471368042,-0.9178411601448262,-0.919170980912071,-0.6644156986324572,-1.0,0.09090909090909083,-1.0,-0.2636654927280072,-0.9646141756912435
2017-07-18,-0.919529719301102,-0.9189088630804911,-0.9175981808328386,-0.9179178075633162,-0.7762310514690426,-0.5,0.09090909090909083,-1.0,-0.2802306751992161,-0.9599326896597445
2017-07-19,-0.916445830681736,-0.9158139810465795,-0.914487763838273,-0.9156524684695432,-0.7185899134142045,0.0,0.09090909090909083,-1.0,-0.2967128192734901,-0.9549667548552553
2017-07-20,-0.9139883443009482,-0.9150462368039611,-0.9139045467471312,-0.9172912392752375,-0.7880284044249981,0.5,0.09090909090909083,-1.0,-0.3131070409358267,-0.9497178427914317
2017-07-21,-0.917626359391474,-0.9181651337254924,-0.9170878612432026,-0.9174599151797751,-0.6180057311808652,1.0,0.09090909090909083,-1.0,-0.3294084822245302,-0.9441875088341994
2017-07-24,-0.9162048869484393,-0.9133668420333092,-0.9146092720338146,-0.9130738636180296,-0.7078286741637073,-1.0,0.09090909090909083,-1.0,-0.37770796520396466,-0.9259247771938499
2017-07-25,-0.9132655498639103,-0.9100080524920051,-0.9099922201569064,-0.9115073877389368,-0.757639510280574,-0.5,0.09090909090909083,-1.0,-0.39359027665646645,-0.9192859697186105
2017-07-26,-0.9095311425749248,-0.9097921381517913,-0.9069304138563764,-0.9097722359553063,-0.8156335686686009,0.0,0.09090909090909083,-1.0,-0.4093559588156211,-0.9123747579707274
2017-07-27,-0.9085674411674425,-0.9096481586502551,-0.9209272903319217,-0.916761051965095,-0.5005474275622759,0.5,0.09090909090909083,-1.0,-0.42500033996955394,-0.9051931898913975
2017-07-28,-0.9178673031247706,-0.9186689704607183,-0.9163345623415791,-0.9193155707652739,-0.7885945867777076,1.0,0.09090909090909083,-1.0,-0.4405187843504952,-0.8977433935342336
2017-07-31,-0.917843223456582,-0.9184290412328848,-0.9189103729390384,-0.9211712263507728,-0.7389177471509821,-1.0,0.09090909090909083,-1.0,-0.4862727071086902,-0.8738071036110807
2017-08-01,-0.9197706262715466,-0.9186929487402774,-0.9182299715389207,-0.9179901024899177,-0.4459617869375596,-0.5,0.2727272727272727,-1.0,-0.5012418134457756,-0.8653072543632061
2017-08-02,-0.8952440688514547,-0.895829091755669,-0.8993973506819499,-0.9009037150812815,0.2064350398934447,0.0,0.2727272727272727,-1.0,-0.5160623910158526,-0.8565509959010037
2017-08-03,-0.9006167758857305,-0.9019229060971952,-0.9021675669764567,-0.9046872844062832,-0.6020639234030767,0.5,0.2727272727272727,-1.0,-0.5307300481619331,-0.8475409228928312
2017-08-04,-0.9029778700680589,-0.9014670991372086,-0.900539460977668,-0.9027111617915136,-0.7254426071564977,1.0,0.2727272727272727,-1.0,-0.5452404385406507,-0.8382797052177745
