Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,28.950000762939453,29.082500457763672,28.690000534057617,29.037500381469727,26.89196014404297,115127600
2017-01-04,28.962499618530273,29.127500534057617,28.9375,29.0049991607666,26.86186408996582,84472400
2017-01-05,28.979999542236328,29.21500015258789,28.952499389648438,29.15250015258789,26.998462677001953,88774400
2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.299455642700195,127007600
2017-01-09,29.487499237060547,29.857500076293945,29.485000610351562,29.747499465942383,27.549497604370117,134247600
2017-01-10,29.6924991607666,29.844999313354492,29.575000762939453,29.77750015258789,27.57728385925293,97848400
2017-01-11,29.684999465942383,29.982500076293945,29.649999618530273,29.9375,27.7254638671875,110354400
2017-01-12,29.725000381469727,29.825000762939453,29.552499771118164,29.8125,27.609699249267578,108344800
2017-01-13,29.77750015258789,29.905000686645508,29.702499389648438,29.760000228881836,27.561071395874023,104447600
2017-01-17,29.584999084472656,30.059999465942383,29.55500030517578,30.0,27.783344268798828,137759200
2017-01-18,30.0,30.125,29.927499771118164,29.997499465942383,27.78101921081543,94852000
2017-01-19,29.850000381469727,30.022499084472656,29.842500686645508,29.94499969482422,27.732404708862305,102389200
2017-01-20,30.112499237060547,30.112499237060547,29.9325008392334,30.0,27.783344268798828,130391600
2017-01-23,30.0,30.202499389648438,29.9424991607666,30.020000457763672,27.801864624023438,88200800
2017-01-24,29.887500762939453,30.024999618530273,29.875,29.99250030517578,27.776395797729492,92844000
2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.469999313354492,28.218610763549805,129510400
2017-01-26,30.417499542236328,30.610000610351562,30.399999618530273,30.485000610351562,28.23250961303711,105350400
2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.487499237060547,28.234819412231445,82251600
2017-01-30,30.232500076293945,30.407499313354492,30.165000915527344,30.407499313354492,28.16073226928711,121510000
2017-01-31,30.287500381469727,30.34749984741211,30.155000686645508,30.337499618530273,28.095901489257812,196804000
2017-02-01,31.75749969482422,32.622501373291016,31.752500534057617,32.1875,29.809213638305664,447940000
2017-02-02,31.9950008392334,32.34749984741211,31.94499969482422,32.13249969482422,29.75827407836914,134841600
2017-02-03,32.07749938964844,32.29750061035156,32.040000915527344,32.27000045776367,29.885616302490234,98029200
2017-02-06,32.282501220703125,32.625,32.224998474121094,32.5724983215332,30.165769577026367,107383600
2017-02-07,32.6349983215332,33.022499084472656,32.61249923706055,32.88249969482422,30.452861785888672,152735200
2017-02-08,32.837501525878906,33.05500030517578,32.80500030517578,33.0099983215332,30.570932388305664,92016400
2017-02-09,32.912498474121094,33.11249923706055,32.779998779296875,33.10499954223633,30.791841506958008,113399600
2017-02-10,33.1150016784668,33.23500061035156,33.01250076293945,33.029998779296875,30.722078323364258,80262000
2017-02-13,33.27000045776367,33.45500183105469,33.1875,33.3224983215332,30.994144439697266,92141600
2017-02-14,33.36750030517578,33.772499084472656,33.3125,33.755001068115234,31.39642906188965,132904800
2017-02-15,33.880001068115234,34.067501068115234,33.654998779296875,33.877498626708984,31.51036262512207,142492400
2017-02-16,33.91749954223633,33.974998474121094,33.709999084472656,33.837501525878906,31.47315216064453,90338400
2017-02-17,33.775001525878906,33.95750045776367,33.775001525878906,33.93000030517578,31.559194564819336,88792800
2017-02-21,34.057498931884766,34.1875,33.994998931884766,34.17499923706055,31.78708267211914,98028800
2017-02-22,34.10749816894531,34.279998779296875,34.02750015258789,34.27750015258789,31.882421493530273,83347600
2017-02-23,34.345001220703125,34.369998931884766,34.07500076293945,34.13249969482422,31.74755096435547,83152800
2017-02-24,33.977500915527344,34.165000915527344,33.81999969482422,34.165000915527344,31.777782440185547,87106400
2017-02-27,34.28499984741211,34.36000061035156,34.06999969482422,34.23249816894531,31.840557098388672,81029600
2017-02-28,34.27000045776367,34.36000061035156,34.17499923706055,34.247501373291016,31.85451316833496,93931600
2017-03-01,34.47249984741211,35.037498474121094,34.400001525878906,34.9474983215332,32.5056037902832,145658400
2017-03-02,35.0,35.06999969482422,34.689998626708984,34.7400016784668,32.31260681152344,104844000
2017-03-03,34.69499969482422,34.95750045776367,34.647499084472656,34.94499969482422,32.503292083740234,84432400
2017-03-06,34.842498779296875,34.942501068115234,34.650001525878906,34.834999084472656,32.40095520019531,87000000
2017-03-07,34.76499938964844,34.994998931884766,34.6974983215332,34.880001068115234,32.442813873291016,69785200
2017-03-08,34.73749923706055,34.95000076293945,34.70500183105469,34.75,32.32189178466797,74828800
2017-03-09,34.685001373291016,34.6974983215332,34.26250076293945,34.66999816894531,32.247493743896484,88623600
2017-03-10,34.8125,34.84000015258789,34.65999984741211,34.78499984741211,32.35445785522461,78451200
2017-03-13,34.712501525878906,34.85749816894531,34.70500183105469,34.79999923706055,32.368412017822266,69686800
2017-03-14,34.82500076293945,34.912498474121094,34.709999084472656,34.747501373291016,32.319576263427734,61236400
2017-03-15,34.852500915527344,35.1875,34.75749969482422,35.1150016784668,32.66139221191406,102767200
2017-03-16,35.18000030517578,35.255001068115234,35.064998626708984,35.17250061035156,32.71488952636719,76928000
2017-03-17,35.25,35.25,34.97249984741211,34.997501373291016,32.55210876464844,175540000
2017-03-20,35.099998474121094,35.375,35.057498931884766,35.3650016784668,32.89392852783203,86168000
2017-03-21,35.52750015258789,35.70000076293945,34.932498931884766,34.959999084472656,32.51723098754883,158119600
2017-03-22,34.962501525878906,35.400001525878906,34.939998626708984,35.35499954223633,32.88462829589844,103440800
2017-03-23,35.314998626708984,35.39500045776367,35.15250015258789,35.22999954223633,32.76835250854492,81385200
2017-03-24,35.375,35.435001373291016,35.087501525878906,35.15999984741211,32.7032470703125,89582400
2017-03-27,34.84749984741211,35.30500030517578,34.654998779296875,35.220001220703125,32.75906753540039,94300400
2017-03-28,35.227500915527344,36.0099983215332,35.154998779296875,35.95000076293945,33.438053131103516,133499200
2017-03-29,35.91999816894531,36.122501373291016,35.79750061035156,36.029998779296875,33.51247024536133,116760000
2017-03-30,36.04750061035156,36.125,35.875,35.98249816894531,33.46828842163086,84829200
2017-03-31,35.93000030517578,36.067501068115234,35.752498626708984,35.915000915527344,33.40550231933594,78646800
2017-04-03,35.9275016784668,36.029998779296875,35.76250076293945,35.92499923706055,33.4148063659668,79942800
2017-04-04,35.8125,36.22249984741211,35.79249954223633,36.192501068115234,33.66360855102539,79565600
2017-04-05,36.05500030517578,36.3650016784668,35.95249938964844,36.005001068115234,33.48921203613281,110871600
2017-04-06,36.0724983215332,36.130001068115234,35.86249923706055,35.915000915527344,33.40550231933594,84596000
2017-04-07,35.932498931884766,36.04499816894531,35.817501068115234,35.834999084472656,33.331092834472656,66688800
2017-04-10,35.900001525878906,35.970001220703125,35.724998474121094,35.79249954223633,33.29155731201172,75733600
2017-04-11,35.73500061035156,35.837501525878906,35.01499938964844,35.407501220703125,32.93345642089844,121517600
2017-04-12,35.400001525878906,35.537498474121094,35.252498626708984,35.45000076293945,32.97299575805664,81400000
2017-04-13,35.477500915527344,35.595001220703125,35.26250076293945,35.26250076293945,32.79859161376953,71291600
2017-04-17,35.369998931884766,35.470001220703125,35.217498779296875,35.45750045776367,32.9799690246582,66328400
2017-04-18,35.352500915527344,35.5099983215332,35.27750015258789,35.29999923706055,32.83347702026367,58790000
2017-04-19,35.470001220703125,35.5,35.11249923706055,35.16999816894531,32.71255111694336,69313600
2017-04-20,35.30500030517578,35.72999954223633,35.290000915527344,35.61000061035156,33.12180709838867,93278400
2017-04-21,35.61000061035156,35.66999816894531,35.462501525878906,35.567501068115234,33.08229064941406,69283600
2017-04-24,35.875,35.98749923706055,35.79499816894531,35.90999984741211,33.400840759277344,68537200
2017-04-25,35.977500915527344,36.224998474121094,35.967498779296875,36.13249969482422,33.60780334472656,75486000
2017-04-26,36.11750030517578,36.150001525878906,35.845001220703125,35.91999816894531,33.410160064697266,80164800
2017-04-27,35.97999954223633,36.040000915527344,35.82749938964844,35.9474983215332,33.43572998046875,56985200
2017-04-28,36.022499084472656,36.07500076293945,35.817501068115234,35.912498474121094,33.40317153930664,83441600
2017-05-01,36.275001525878906,36.79999923706055,36.2400016784668,36.64500045776367,34.08448791503906,134411600
2017-05-02,36.8849983215332,37.022499084472656,36.709999084472656,36.877498626708984,34.30073547363281,181408800
2017-05-03,36.397499084472656,36.872501373291016,36.067501068115234,36.76499938964844,34.19609451293945,182788000
2017-05-04,36.630001068115234,36.78499984741211,36.45249938964844,36.63249969482422,34.0728645324707,93487600
2017-05-05,36.689998626708984,37.244998931884766,36.689998626708984,37.2400016784668,34.637908935546875,109310800
2017-05-08,37.25749969482422,38.42499923706055,37.25749969482422,38.252498626708984,35.57966232299805,195009600
2017-05-09,38.467498779296875,38.720001220703125,38.36249923706055,38.497501373291016,35.80755615234375,156521600
2017-05-10,38.407501220703125,38.48500061035156,38.02750015258789,38.314998626708984,35.63780212402344,103222800
2017-05-11,38.11249923706055,38.51750183105469,38.07749938964844,38.48749923706055,35.94600296020508,109020400
2017-05-12,38.67499923706055,39.10499954223633,38.66749954223633,39.025001525878906,36.4480094909668,130108000
2017-05-15,39.002498626708984,39.162498474121094,38.76250076293945,38.92499923706055,36.3546142578125,104038800
2017-05-16,38.98500061035156,39.01499938964844,38.68000030517578,38.86750030517578,36.300926208496094,80194000
2017-05-17,38.400001525878906,38.64250183105469,37.4275016784668,37.5625,35.08208465576172,203070800
2017-05-18,37.817501068115234,38.334999084472656,37.782501220703125,38.1349983215332,35.616783142089844,134272800
2017-05-19,38.345001220703125,38.494998931884766,38.157501220703125,38.26499938964844,35.73820495605469,107843200
2017-05-22,38.5,38.64500045776367,38.227500915527344,38.497501373291016,35.955352783203125,91865600
2017-05-23,38.724998474121094,38.724998474121094,38.32749938964844,38.45000076293945,35.910987854003906,79675600
2017-05-24,38.459999084472656,38.54249954223633,38.16749954223633,38.334999084472656,35.80357360839844,76712000
2017-05-25,38.432498931884766,38.587501525878906,38.25749969482422,38.467498779296875,35.92732620239258,76942400
2017-05-26,38.5,38.560001373291016,38.32749938964844,38.40250015258789,35.866607666015625,87710400
2017-05-30,38.35499954223633,38.60749816894531,38.33250045776367,38.41749954223633,35.8806266784668,80507600
2017-05-31,38.49250030517578,38.54249954223633,38.095001220703125,38.189998626708984,35.668155670166016,97804800
2017-06-01,38.29249954223633,38.33250045776367,38.05500030517578,38.29499816894531,35.76621627807617,65616400
2017-06-02,38.39500045776367,38.86249923706055,38.22249984741211,38.86249923706055,36.296241760253906,111082800
2017-06-05,38.584999084472656,38.61249923706055,38.3650016784668,38.48249816894531,35.941341400146484,101326800
2017-06-06,38.474998474121094,38.95249938964844,38.44499969482422,38.61249923706055,36.0627555847168,106499600
